公司名称,统一社会信用代码,注册地址,企业主表所属城市,高德返回格式化地址,高德返回省,高德返回市,高德返回区县,adcode,经度,纬度,level,高德状态,高德信息,返回条数
深圳智投低空经济产业发展有限公司,91440300MAEGM6K198,深圳市福田区福田街道福安社区民田路178号华融大厦702G32,深圳市,广东省深圳市福田区福田街道福安社区民田路178号华融大厦(北门),广东省,深圳市,福田区,440304,114.053526,22.538126,兴趣点,1,OK,1
城市快线低空经济（广东）有限公司,91441900MAEGQQ7E96,广东省东莞市虎门镇怀德路24号603房,东莞市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
岭南低空经济发展（惠州）有限公司,91441302MAEH6HN11P,惠州市惠城区三栋镇沙澳村牛塘地块002,惠州市,广东省惠州市惠城区三栋镇沙澳村,广东省,惠州市,惠城区,441302,114.466439,23.019852,村庄,1,OK,1
深圳市中驭低空经济有限公司,91440300MAEGT7D15P,深圳市南山区招商街道水湾社区太子路18号海景广场大厦4C9A22,深圳市,广东省深圳市南山区招商街道水湾太子路18号,广东省,深圳市,南山区,440305,113.914375,22.482813,门址,1,OK,1
天穹低空经济控股（深圳）有限公司,91440300MAEHB4YG6K,深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋AB座415A-1,深圳市,广东省深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋A座,广东省,深圳市,南山区,440305,113.919219,22.493348,门址,1,OK,1
天枢低空经济（深圳）有限公司,91440300MAEJ2GB472,深圳市南山区粤海街道高新区社区高新南七道138号惠恒大楼一期4楼460,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
中腾（深圳）低空经济开发有限公司,91440300MAEJ4U0032,深圳市南山区粤海街道高新区社区高新南七道138号惠恒大楼一期西侧398,深圳市,广东省深圳市南山区粤海街道高新区社区高新南七道惠恒大楼,广东省,深圳市,南山区,440305,113.947619,22.534250,兴趣点,1,OK,1
广州智沃低空经济发展有限公司,91440114MAEK4RY61F,广州市花都区花城街迎宾大道95号交通局大楼8楼818X室,广州市,广东省广州市花都区花城北路迎宾大道95号,广东省,广州市,花都区,440114,113.226144,23.401677,门址,1,OK,1
国翼低空经济产业（深圳）有限公司,91440300MAEJG0AC9K,深圳市南山区招商街道花果山社区工业六路4号 兴华工业大厦7栋AB座415B-3,深圳市,广东省深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋A座,广东省,深圳市,南山区,440305,113.919219,22.493348,门址,1,OK,1
深圳市中翔低空经济有限公司,91440300MAEJ8NPA76,深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋AB座415A-8,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
国领低空经济（广东）有限公司,91441900MAEJGAC940,广东省东莞市虎门镇龙眼六路37号203房,东莞市,广东省东莞市虎门镇龙眼六路37号,广东省,东莞市,,441900,113.703348,22.836779,门址,1,OK,1
广东神州低空经济有限公司,91441900MAEH2UCU28,广东省东莞市南城街道鸭仔塘西五巷2号487室,东莞市,广东省东莞市南城街道鸭仔塘,广东省,东莞市,,441900,113.749687,23.026781,道路,1,OK,3
广东省华南际航低空经济有限公司,91441900MAEKCH4594,广东省东莞市虎门镇虎门解放路95号205室,东莞市,广东省东莞市虎门镇虎门街道解放路95号,广东省,东莞市,,441900,113.661193,22.822279,门址,1,OK,4
驭空低空经济发展（深圳）有限公司,91440300MAEJLUD09A,深圳市南山区招商街道水湾社区太子路18号海景广场大厦4C18A10,深圳市,广东省深圳市南山区招商街道水湾太子路18号,广东省,深圳市,南山区,440305,113.914375,22.482813,门址,1,OK,1
广州乐飞低空经济产业发展有限公司,91440106MAEJN17N03,广州市天河区林和西路167号1446房D177室,广州市,广东省广州市天河区林和西路D177(时尚天河商业广场),广东省,广州市,天河区,440106,113.324839,23.135260,兴趣点,1,OK,1
创未来低空经济（深圳）有限公司,91440300MAEK68Y602,深圳市福田区沙头街道天安社区泰然七路25号泰然苍松大厦十二层1203D22,深圳市,广东省深圳市福田区沙头街道天安社区居委会泰然七路25号苍松大厦,广东省,深圳市,福田区,440304,114.026874,22.532492,兴趣点,1,OK,1
广东领航低空经济发展有限公司,91441900MAEJBUCLXW,广东省东莞市虎门镇沙塘下路119号701房,东莞市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市粤航低空经济发展有限公司,91440300MAEK331L3R,深圳市福田区沙头街道天安社区泰然四路29号天安创新科技广场一期A座304F26,深圳市,广东省深圳市福田区沙头街道天安社区居委会泰然四路29号创新科技广场,广东省,深圳市,福田区,440304,114.031284,22.533834,兴趣点,1,OK,2
广东翼界低空经济产业发展有限公司,91440115MAELRKG48U,广州市南沙区南沙街进港大道8号505房L40室,广州市,广东省广州市南沙区进港大道8号,广东省,广州市,南沙区,440115,113.552910,22.799039,门址,1,OK,5
广东省华腾低空经济发展有限公司,91440604MAEJYHJN00,佛山市禅城区张槎街道塱沙路200号玉带大厦B3商场自编1号,佛山市,广东省佛山市禅城区张槎街道塱沙路200号玉带大厦3层,广东省,佛山市,禅城区,440604,113.096766,23.040743,门址,1,OK,1
梅州市天翼低空经济发展有限公司,91441402MAELQWX6X3,广东省梅州市平远县大柘镇建设路176号第3层,梅州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
开平市启航低空经济发展有限公司,91440783MAELQYKM35,开平市长沙街道办事处幕村路1号1座三楼311室,江门市,广东省江门市开平市长沙街道幕村路1号,广东省,江门市,开平市,440783,112.689831,22.383921,门址,1,OK,1
深圳雄飞低空经济咨询有限公司,91440300MAEL67E375,深圳市福田区沙头街道天安社区泰然五路12号天安数码城天祥大厦十一层11D-121,深圳市,广东省深圳市福田区沙头街道天安社区居委会泰然五路12号深圳天安数码城天祥大厦,广东省,深圳市,福田区,440304,114.031499,22.533101,兴趣点,1,OK,1
湛江高新低空经济发展有限公司,91440804MAEM09NU9P,湛江市坡头区海东快线以西、规划横一路以北粤西数谷大数据产业园二层,湛江市,广东省湛江市坡头区海东快线,广东省,湛江市,坡头区,440804,110.470852,21.300085,道路,1,OK,3
佛山小翼低空经济有限公司,91440605MAELJ3KG14,佛山市南海区丹灶镇华南五金产业基地贯金路10号综合楼308,佛山市,广东省佛山市南海区丹灶镇华南五金产业基地贯金路10号综合楼,广东省,佛山市,南海区,440605,112.966186,23.037072,小巷,1,OK,3
广东开阔低空经济发展有限公司,91442000MAEMEJ3U5J,中山市南区街道城南一路22号1号楼第七层之十四,中山市,广东省中山市南区街道城南一路22号,广东省,中山市,,442000,113.355298,22.489446,门址,1,OK,3
广东自由城市低空经济有限公司,91441900MAELFXTF00,广东省东莞市虎门镇海运路49号402房,东莞市,广东省东莞市虎门镇海运路49号,广东省,东莞市,,441900,113.674843,22.808176,门牌号,1,OK,1
广东省航际低空经济有限公司,91440300MAELFWN585,深圳市南山区西丽街道松坪山社区北环大道9018号大族创新大厦B205,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
佛山八方航聚低空经济有限公司,91440606MAEN1L8E1E,广东省佛山市顺德区大良街道新滘社区凤翔路41号顺德创意产业园G栋101号,佛山市,广东省佛山市顺德区大良街道新滘社区凤翔路41号C栋,广东省,佛山市,顺德区,440606,113.227668,22.843714,门址,1,OK,1
华南低空经济产业发展（深圳）有限公司,91440300MAELG5BU8Y,深圳市福田区福保街道福保社区市花路14号盈福高科技厂房七层B厂房702B,深圳市,广东省深圳市福田区福保街道福保社区市花路14号,广东省,深圳市,福田区,440304,114.047189,22.507705,门址,1,OK,1
广东省腾天低空经济有限公司,91440300MAELLGYQ99,深圳市南山区粤海街道高新区社区科技南八路2号豪威科技大厦805,深圳市,广东省深圳市南山区粤海街道高新区社区科技南八道2号豪威科技大厦,广东省,深圳市,南山区,440305,113.952490,22.533516,兴趣点,1,OK,1
长风低空经济产业发展（深圳）有限公司,91440300MAENBX3Y0P,深圳市南山区粤海街道高新区社区高新南七道138号惠恒大楼二期926,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
企易加低空经济（广东）有限公司,91440607MAEN4EB11C,佛山市三水区乐平镇西乐大道东13号2座1层110号（集群登记）（仅作办公场所使用）,佛山市,广东省佛山市三水区乐平镇西乐大道东13号,广东省,佛山市,三水区,440607,113.011940,23.245571,门址,1,OK,2
东莞鸿运低空经济有限公司,91441900MAEPA3RT7G,广东省东莞市洪梅镇望沙路洪梅段61号1号楼1110室,东莞市,广东省东莞市洪梅镇望沙路洪梅段61号,广东省,东莞市,,441900,113.602211,22.991196,门牌号,1,OK,1
广东省天功低空经济有限公司,91440607MAENAYM27T,佛山市三水区乐平镇西乐大道东13号2座1层110号（集群登记）（仅作办公场所使用，住所申报）,佛山市,广东省佛山市三水区乐平镇西乐大道东13号,广东省,佛山市,三水区,440607,113.011940,23.245571,门址,1,OK,2
华翼（深圳）低空经济技术发展有限公司,91440300MAEPH3XW87,深圳市福田区沙头街道天安社区泰然十路2号天安创新科技广场（二期）东座1401G58,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳前海云乐低空经济科技有限公司,91440300MAEPBRPF0F,深圳市前海深港合作区南山街道怡海大道2041号招商局前海经贸中心二期A座-111F23,深圳市,广东省深圳市南山区前海深港合作区南山街道南水村B15栋,广东省,深圳市,南山区,440305,113.924164,22.488255,兴趣点,1,OK,5
河源市河航低空经济发展有限公司,91441602MAEPC8MH1Y,河源市新市区文祥路东边、永祥路南边（东城一农贸市场二楼）E区132号）,河源市,广东省河源市源城区文祥路永祥路南边,广东省,河源市,源城区,441602,114.725882,23.761182,未知,1,OK,3
广东振曜低空经济发展有限公司,91441403MAEN9NC36C,梅州市梅县区公园北路翡翠绿洲综合楼第11层1104室,梅州市,广东省梅州市梅县区公园北路梅州翡翠绿洲,广东省,梅州市,梅县区,441403,116.060725,24.273999,住宅区,1,OK,1
河源市畅飞低空经济发展有限公司,91441625MAEQ20YF65,河源市东源县仙塘镇圩镇福联一路12号202室A,河源市,广东省河源市东源县仙塘镇圩镇,广东省,河源市,东源县,441625,114.771980,23.822577,乡镇,1,OK,1
深圳联全低空经济有限公司,91440300MAENB5330E,深圳市福田区华强北街道荔村社区振华路42号中联大厦402栋507-11,深圳市,广东省深圳市福田区华强北街道荔村社区振华路42号中联大厦(北门)402栋,广东省,深圳市,福田区,440304,114.092332,22.544980,门址,1,OK,1
广东广宏低空经济有限公司,91441900MAEP6P7T8Y,广东省东莞市东城街道环城东路东城段95号3栋6135室,东莞市,广东省东莞市东城街道东城段95号,广东省,东莞市,,441900,113.758254,23.036049,门址,1,OK,4
广东金凯低空经济发展有限公司,91441900MAEQQ4YH4G,广东省东莞市松山湖园区总部二路4号1栋1819室,东莞市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳蜂网低空经济产业控股有限公司,91440300MAEPW6R08E,深圳市南山区粤海街道蔚蓝海岸社区创业路1777号海信南方大厦2502,深圳市,广东省深圳市南山区粤海街道蔚蓝海岸创业路1777号海信南方大厦,广东省,深圳市,南山区,440305,113.940270,22.512353,兴趣点,1,OK,4
天链（梅州）低空经济发展有限公司,91441402MAEPYGBE9N,梅州市梅江区三角镇客都大道东汇城D7栋1204-2室,梅州市,广东省梅州市梅江区三角镇客都,广东省,梅州市,梅江区,441402,116.109495,24.278165,未知,1,OK,1
深圳市影石云低空经济有限公司,91440300MAER7DM94R,深圳市罗湖区南湖街道嘉北社区迎春路12号海外联谊大厦1319（入驻深圳八千店商务秘书有限公司）,深圳市,广东省深圳市罗湖区南湖街道嘉北社区迎春路12号海外联谊大厦,广东省,深圳市,罗湖区,440303,114.117025,22.541775,兴趣点,1,OK,1
茂名市航宇低空经济有限公司,91440982MAETGN471Y,化州市鉴江街道樟九村工艺美术瓷厂内第3栋厂房一楼,茂名市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
河源市科明低空经济有限公司,91441602MAET3E038C,河源市新市区永和路南边黄沙大道西边泰和中央公园6栋141号-1,河源市,广东省河源市源城区永和西路南边泰和中央公园6栋,广东省,河源市,源城区,441602,114.713684,23.762375,门址,1,OK,1
深圳市影翎云低空经济有限公司,91440300MAERK9TA7G,深圳市罗湖区南湖街道嘉北社区迎春路12号海外联谊大厦1319（入驻深圳八千店商务秘书有限公司）,深圳市,广东省深圳市罗湖区南湖街道嘉北社区迎春路12号海外联谊大厦,广东省,深圳市,罗湖区,440303,114.117025,22.541775,兴趣点,1,OK,1
广东金鲲低空经济发展有限公司,91441900MAEUUEL56Q,广东省东莞市清溪镇清溪北环路301号1栋109室,东莞市,广东省东莞市清溪镇清溪北环路301号,广东省,东莞市,,441900,114.183105,22.845042,门址,1,OK,1
行者无疆低空经济（佛山）有限公司,91440604MAETLD7DXC,广东省佛山市顺德区大良街道五沙社区顺诚南路2号五沙珑滨熙园9栋1516房,佛山市,广东省佛山市顺德区新华街道五沙社区顺诚南路2号,广东省,佛山市,顺德区,440606,113.372551,22.814345,门址,1,OK,3
茂名市中鹏低空经济发展有限公司,91440904MAERYC814B,茂名市电白区水东街道新湖区D区中61号之三、62号第五层至第九层901房,茂名市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
揭阳市云冀低空经济发展有限公司,91445202MAETKJWJ9K,揭阳市榕城区仙桥街道山前村广汕公路北侧404号,揭阳市,广东省揭阳市榕城区仙桥街道山前村,广东省,揭阳市,榕城区,445202,116.334235,23.474118,村庄,1,OK,1
中科天予（深圳）低空经济科技有限公司,91440300MAETKFNC3D,深圳市龙华区民治街道新牛社区万众城辉华大厦1栋5单元609,深圳市,广东省深圳市龙华区民治街道新牛社区万众城辉华大厦(西北门)1栋,广东省,深圳市,龙华区,440309,114.038544,22.639467,门址,1,OK,2
深圳市海之林低空经济有限公司,91440300MAEURBA27F,深圳市南山区西丽街道百旺社区牛成村牛成路49号101,深圳市,广东省深圳市南山区西丽街道镇百旺村牛成村牛成路49号,广东省,深圳市,南山区,440305,113.928502,22.614706,门址,1,OK,1
深圳诺亚低空经济有限公司,91440300MAEWEQXF1H,深圳市龙华区龙华街道清华社区和平路30号金凤凰豪苑C单元601,深圳市,广东省深圳市龙华区龙华街道清华社区居委会龙华和平路30号金凤凰豪苑(北门),广东省,深圳市,龙华区,440309,114.039151,22.670810,兴趣点,1,OK,1
中科扬晟（深圳）低空经济科技有限公司,91440300MAEU32QE1D,深圳市龙华区民治街道新牛社区万众城辉华大厦1栋5单元609,深圳市,广东省深圳市龙华区民治街道新牛社区万众城辉华大厦(西北门)1栋,广东省,深圳市,龙华区,440309,114.038544,22.639467,门址,1,OK,2
中山市香山低空经济发展有限公司,91442000MAEU6LH75D,中山市南朗街道翠亨新区东汇路46号湾区未来科技城1栋20层04之一,中山市,广东省中山市广东街道翠亨新区(公交站)东汇路湾区未来科技城,广东省,中山市,,442000,113.623474,22.546225,住宅区,1,OK,2
韶关市云科低空经济有限公司,91440281MAEX9YFH99,乐昌市乐昌产业转移工业园乐园大道21号南区综合楼601-02,韶关市,广东省韶关市乐昌市乐昌镇乐昌产业转移工业园,广东省,韶关市,乐昌市,440281,113.407996,25.139275,住宅区,1,OK,1
大黄蜂（深圳）低空经济发展有限公司,91440300MAEXUA8B4H,深圳市龙华区观湖街道新田社区君新工业区28号龙华区人力资源服务产业园9号203,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东中能华航低空经济产业有限公司,91440300MAEX418N60,深圳市福田区沙头街道天安社区深南大道6021号喜年中心A单元1820Z3,深圳市,广东省深圳市福田区沙头街道天安社区居委会深南大道6021号喜年中心(东门),广东省,深圳市,福田区,440304,114.024008,22.534709,兴趣点,1,OK,1
广东中威低空经济产业有限公司,91440300MAEWNUQH31,深圳市福田区沙头街道天安社区深南大道6021号喜年中心A单元1820Z13,深圳市,广东省深圳市福田区沙头街道天安社区居委会深南大道6021号喜年中心(东门),广东省,深圳市,福田区,440304,114.024008,22.534709,兴趣点,1,OK,1
深圳市泽晟低空经济产业有限公司,91440300MAEXJMB810,深圳市南山区招商街道水湾社区太子路18号海景广场大厦4C39K25,深圳市,广东省深圳市南山区招商街道水湾太子路18号,广东省,深圳市,南山区,440305,113.914375,22.482813,门址,1,OK,1
广东辉跃低空经济发展有限公司,91440803MAG0E3JL30,湛江市霞山区椹川大道中83号第22幢1楼103房,湛江市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳乘势低空经济有限公司,91440300MAG14HRFX8,深圳市宝安区燕罗街道燕川社区红堪路6号富升达B栋217,深圳市,广东省深圳市宝安区燕罗街道燕川社区红堪路6号富升达B栋,广东省,深圳市,宝安区,440306,113.864371,22.810156,兴趣点,1,OK,1
深圳哈佤盛世低空经济有限公司,91440300MAG1QL9F6N,深圳市龙华区民治街道民治社区梅花山庄思梅园25栋201,深圳市,广东省深圳市龙华区民治街道民治社区梅花山庄思梅园25栋,广东省,深圳市,龙华区,440309,114.041462,22.621452,兴趣点,1,OK,1
深圳市哈瓦特低空经济有限公司,91440300MA5J33GC8U,深圳市龙华区民治街道民治社区梅花山庄思梅园25栋301,深圳市,广东省深圳市龙华区民治街道民治社区梅花山庄思梅园25栋,广东省,深圳市,龙华区,440309,114.041462,22.621452,兴趣点,1,OK,1
江门市华翼低空经济有限公司,91440703MAK05WQN1A,江门市蓬江区潮连兴业路146号11幢（J幢）206室（一址多照）,江门市,广东省江门市蓬江区潮连兴业路142号,广东省,江门市,蓬江区,440703,113.145101,22.618455,门牌号,1,OK,2
广东翼启未来低空经济有限公司,91441224MAK133L02E,广东省肇庆市怀集县幸福街道怀高片区K-4号地块的粤港澳大湾区农产品交易中心的第19栋二楼213、214 卡铺位,肇庆市,广东省肇庆市高要区南安街道片区大湾镇,广东省,肇庆市,高要区,441204,112.404952,23.045521,乡镇,1,OK,2
广东科基壹号低空经济发展有限公司,91441900MAK2RYB21M,广东省东莞市麻涌镇麻涌大道379号6号楼101室,东莞市,广东省东莞市麻涌镇麻涌大道345号,广东省,东莞市,,441900,113.572182,23.027284,门牌号,1,OK,2
航基低空经济发展（佛山）有限公司,91440606MAK1K7P876,佛山市顺德区乐从镇东平居委会君兰路8号宝能金融大厦518室自编33号,佛山市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
阳江市仲国低空经济发展有限公司,91441702MAK0WHPL5F,阳江市江城区万福路18号（住所申报）,阳江市,广东省阳江市江城区万福路18号,广东省,阳江市,江城区,441702,111.967487,21.849122,门址,1,OK,2
深圳市领翼低空经济科技有限公司,91440300MAK0WFH07J,深圳市龙岗区龙城街道新联社区宏昌综合楼1栋1510,深圳市,广东省深圳市龙岗区龙城街道新联村龙岗社区,广东省,深圳市,龙岗区,440307,114.269953,22.736489,村庄,1,OK,2
吴川云图低空经济发展有限公司,91440883MAK14DHG0Q,湛江市吴川市梅菉街道文化路41号吴川市政府招待所院内1号楼,湛江市,广东省湛江市吴川市梅绿街道文化路41号,广东省,湛江市,吴川市,440883,110.775151,21.440518,门址,1,OK,2
广东适航低空经济发展有限公司,91440605MAK39BMH41,佛山市南海区桂城街道桂澜北路28号南海万达广场南1栋1303室之四,佛山市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
徐闻县海峡低空经济发展有限公司,91440825MAK3KEYQ2H,徐闻县下桥镇207国道坡田村路口对面徐闻产业转移工业园公共服务中心3楼306房,湛江市,广东省湛江市徐闻县下桥镇207国道坡田村,广东省,湛江市,徐闻县,440825,110.122600,20.422531,村庄,1,OK,2
航飞（深圳）低空经济有限公司,91440300MAK27UT776,深圳市福田区沙头街道天安社区泰然四路113号泰然科技园213栋7B21D,深圳市,广东省深圳市福田区沙头街道天安社区居委会泰然四路113号泰然科技园213栋,广东省,深圳市,福田区,440304,114.025823,22.532195,兴趣点,1,OK,1
广东伏羲产教低空经济研究有限公司,91440105MAK42HGN4P,广州市海珠区南洲路92号东南门联合站房自编H5栋二层218房（仅限办公）,广州市,广东省广州市海珠区南洲路92号,广东省,广州市,海珠区,440105,113.324563,23.057107,门址,1,OK,2
广东创富低空经济发展有限公司,91441284MAK4D0AG2J,四会市东城街道四会大道中33座3号之三,肇庆市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
清远市共创低空经济发展有限公司,91441802MAK33JK44P,清远市清城区东城街道附城大道78号盈链数字经济产业园5号楼16层自编03,清远市,广东省清远市清城区东城街道附城大道盈链数字经济产业园,广东省,清远市,清城区,441802,113.058871,23.718898,住宅区,1,OK,1
广州数航低空经济有限公司,91440101MA9Y4QXN52,广州市番禺区东环街番禺大道北555号天安总部中心25号楼2402房,广州市,广东省广州市番禺区番禺大道北555号天安总部中心25号楼,广东省,广州市,番禺区,440113,113.374916,22.978852,门址,1,OK,1
广东九域低空经济发展企业（有限合伙）,91440512MAEA5UUA3F,汕头市濠江区达濠街道磊广公路旁青洲盐场工业厂房第四层右侧,汕头市,广东省汕头市濠江区达濠街道磊广公路青洲盐场,广东省,汕头市,濠江区,440512,116.745153,23.270891,兴趣点,1,OK,1
鹏城低空经济发展（博罗）有限公司,91441322MAK3MMFR2N,惠州市博罗县石湾镇振兴大道南侧地段光达制造·博罗智慧谷1栋2楼210室,惠州市,广东省惠州市博罗县石湾镇振兴大道光达制造·博罗智慧谷(1号门),广东省,惠州市,博罗县,441322,113.956698,23.159342,兴趣点,1,OK,1
飞拍低空经济发展（深圳）有限公司,91440300MADR1F191Q,深圳市龙岗区龙城街道黄阁坑社区大运路荣超新成大厦716,深圳市,广东省深圳市龙岗区龙城街道黄阁坑社区大运路荣超新成大厦,广东省,深圳市,龙岗区,440307,114.214839,22.705370,兴趣点,1,OK,1
深圳市中云链低空经济产业有限公司,91440300MAE51Y9E7W,深圳市盐田区盐田街道明珠社区东海道379号东港印象A区B栋2502,深圳市,广东省深圳市盐田区盐田街道明珠社区东海道379号东港印象家园a区,广东省,深圳市,盐田区,440308,114.250229,22.591871,门址,1,OK,1
深商低空经济发展（深圳）有限公司,91440300MAEA130W72,深圳市宝安区西乡街道龙腾社区西乡大道旁中濠大厦B501,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
中疆低空经济（广东省）有限公司,91441900MAEAP2PY0F,广东省东莞市塘厦镇龙背岭埔新路3号6栋601室,东莞市,广东省东莞市塘厦镇埔新路3号,广东省,东莞市,,441900,113.718322,22.792232,门址,1,OK,3
深启低空经济产业服务（深圳）有限公司,91440300MAEDB90C72,深圳市罗湖区东门街道湖贝社区文锦中路1027号深业大厦15楼1520,深圳市,广东省深圳市罗湖区东门街道湖贝村文锦中路1027号深业大厦(文锦中路),广东省,深圳市,罗湖区,440303,114.130503,22.548042,兴趣点,1,OK,3
惠飞低空经济（深圳）有限公司,91440300MAED90P37T,深圳市南山区粤海街道海珠社区海德三道15号海岸大厦东座1403B,深圳市,广东省深圳市南山区粤海街道海德三道15号海岸大厦东座,广东省,深圳市,南山区,440305,113.937754,22.518111,未知,1,OK,1
幸福（深圳）低空经济产业发展有限公司,91440300MAEDE33R9J,深圳市前海深港合作区南山街道桂湾三路91号景兴海上大厦1508,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
上云端（深圳）低空经济有限公司,91440300MAEHMUTR5N,深圳市罗湖区东门街道湖贝社区深圳市罗湖区东门街道文锦中路1027号深业大厦1013,深圳市,广东省深圳市罗湖区东门街道湖贝村文锦中路1027号深业大厦(文锦中路),广东省,深圳市,罗湖区,440303,114.130503,22.548042,兴趣点,1,OK,3
深圳市祥云游低空经济有限公司,91440300MAEGXW0D0R,深圳市罗湖区东湖街道翠鹏社区东湖路8号鹏城花园4栋504,深圳市,广东省深圳市罗湖区东湖街道莲花社区东湖路8号鹏城花园4栋,广东省,深圳市,罗湖区,440303,114.142575,22.578542,门址,1,OK,2
深圳中安低空经济有限公司,91440300MAEWBXFP17,深圳市龙岗区平湖街道凤凰社区凤凰大道锦冠华庭1号楼DS-02,深圳市,广东省深圳市龙岗区平湖街道社区街道凤凰大道九号院馆1号楼,广东省,深圳市,龙岗区,440307,114.138936,22.699151,门址,1,OK,5
