公司名称,统一社会信用代码,注册地址,企业主表所属城市,高德返回格式化地址,高德返回省,高德返回市,高德返回区县,adcode,经度,纬度,level,高德状态,高德信息,返回条数
深圳市航铁低空经济有限公司,91440300MAEUAQ6H2J,深圳市龙岗区平湖街道凤凰社区凤凰大道锦冠华庭1号楼DS-02,深圳市,广东省深圳市龙岗区平湖街道社区街道凤凰大道九号院馆1号楼,广东省,深圳市,龙岗区,440307,114.138936,22.699151,门址,1,OK,5
深圳蜂王低空经济科技发展有限公司,91440300MA5FDMWF7P,深圳市福田区香蜜湖街道香梅社区香梅北路2003号特发小区18栋1层103,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
韶关飞鹏低空经济发展有限公司,91440204MAELK3R007,韶关市浈江区和平路84号第三层南区301房（仅限作办公室使用）,韶关市,广东省韶关市浈江区和平路84号,广东省,韶关市,浈江区,440204,113.596507,24.804360,门址,1,OK,1
深圳云鸽低空经济产业发展有限公司,91440300MAK09GGF0T,深圳市福田区梅林街道新阁社区林园东路9号新阁小区4栋217-1西梯间,深圳市,广东省深圳市福田区梅林街道新阁社区林园东路9号1栋,广东省,深圳市,福田区,440304,114.075074,22.568567,门址,1,OK,1
广东明睿低空经济发展有限公司,91441900MA7MMBW89K,广东省东莞市东城街道东城中路东城段688号7栋118室,东莞市,广东省东莞市东城街道东城中路东城段688号,广东省,东莞市,,441900,113.772997,23.064561,门址,1,OK,1
中科（深圳）低空经济发展有限公司,91440300MA5HT2QN9Y,深圳市南山区招商街道花果山社区工业六路4号 兴华工业大厦7栋AB座410C-4,深圳市,广东省深圳市南山区招商街道花果山社区工业六路4号兴华工业大厦7栋A座,广东省,深圳市,南山区,440305,113.919219,22.493348,门址,1,OK,1
东莞市汇成低空经济有限公司,91441900582951593K,广东省东莞市东城街道环城东路东城段70号8栋249室,东莞市,广东省东莞市东城街道东城段70号8栋,广东省,东莞市,,441900,113.805981,23.051478,小巷,1,OK,4
厚德低空经济（深圳）有限公司,91440300MA5EGPNX0H,深圳市南山区粤海街道南海大道2702号保利大厦2502,深圳市,广东省深圳市南山区粤海街道南海大道2702号保利大厦,广东省,深圳市,南山区,440305,113.927804,22.515439,兴趣点,1,OK,1
云梭创新低空经济（深圳）有限公司,91440300MA5HJPDN4T,深圳市龙华区民治街道民乐社区星河WORLD二期E栋606B,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
佛山市源通尚榕低空经济有限公司,91440606MAD0MKTK3L,广东省佛山市顺德区大良街道新滘社区凤翔路41号顺德创意产业园G栋301号,佛山市,广东省佛山市顺德区大良街道新滘社区凤翔路41号C栋,广东省,佛山市,顺德区,440606,113.227668,22.843714,门址,1,OK,1
中山华特雅低空经济发展有限公司,91442000MAE9YWDM6D,中山市坦洲镇沾涌村青砖屋街36号之一,中山市,广东省中山市坦洲镇沾涌青砖屋街36号,广东省,中山市,,442000,113.394990,22.279224,门牌号,1,OK,1
美江智飞（东莞）低空经济有限公司,91441900MA52GEU12J,广东省东莞市黄江镇金俊路12号1101室,东莞市,广东省东莞市黄江镇金俊路8号,广东省,东莞市,,441900,113.966152,22.815052,门牌号,1,OK,1
广州智航低空经济产业发展有限公司,91440112MA7M7Y7Q8D,广州市黄埔区茅岗路848号10楼A535房,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
哈深低空经济（深圳）有限公司,91440300MAK4FCE6XU,深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋514-10,深圳市,广东省深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋,广东省,深圳市,南山区,440305,113.953374,22.532137,兴趣点,1,OK,1
广东横琴东昇防务科技有限公司,91440400MACN71M6XE,珠海市横琴天羽道48号1011文化创意,珠海市,广东省珠海市香洲区横琴天羽道91号,广东省,珠海市,香洲区,440402,113.518232,22.123953,门牌号,1,OK,1
广州低空智联科技有限公司,91440105MAK2UP1Y19,广州市海珠区南洲路92号东南门联合站房自编H5栋二层217房,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳市英武低空文旅开发有限公司,91440300MA5G079M7T,深圳市福田区沙头街道天安社区泰然六路31号503栋广华大厦七层722,深圳市,广东省深圳市福田区沙头街道天安社区居委会泰然六路31号广华大厦,广东省,深圳市,福田区,440304,114.025699,22.530686,兴趣点,1,OK,1
深圳市域建低空科技有限公司,91440300MA5EPJMFX9,深圳市宝安区燕罗街道塘下涌社区物园路4号综合楼312,深圳市,广东省深圳市宝安区燕罗街道塘下涌社区物园路4号综合楼,广东省,深圳市,宝安区,440306,113.846200,22.805292,小巷,1,OK,3
立体救援应急服务（广东）有限公司,91440106MA9YBRU5X5,广州市白云区三元里街齐心路66号南方航空大厦裙楼403室,广州市,广东省广州市白云区齐心路66号,广东省,广州市,白云区,440111,113.271608,23.179914,门址,1,OK,4
广东跃洲智航低空科技有限公司,91440300MA5H9G3X3X,深圳市坪山区坪山街道新和社区丹梓大道2088号坪山云巴1号线综合停车场420,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
交换星球（深圳）文旅有限公司,91440300MA5HQPHF2J,深圳市南山区西丽街道松坪山社区科苑北路78号共享大厦A座1707,深圳市,广东省深圳市南山区西丽街道松坪山科苑北路78号共享大厦a座,广东省,深圳市,南山区,440305,113.946264,22.560507,门址,1,OK,1
深圳市亿芯智慧应急科技有限公司,91440300MA5HU8FG36,深圳市龙岗区龙城街道新联社区军田路22号A701,深圳市,广东省深圳市龙岗区龙城街道新联社区军田路22号,广东省,深圳市,龙岗区,440307,114.237981,22.692312,门址,1,OK,2
广东低空产业链发展有限公司,91440112MACPH1WR10,广州市黄埔区开创大道728号自编3栋5层5645房,广州市,广东省广州市黄埔区开创大道728号a栋,广东省,广州市,黄埔区,440112,113.533679,23.136436,门址,1,OK,2
深圳高度创新低空产业发展有限公司,91610131MACTB0W17D,深圳市大鹏新区葵涌街道三溪社区金业大道142号生命科学产业园A11栋401,深圳市,广东省深圳市龙岗区葵涌街道三溪社区金业大道生命科学产业园(公交站)a11栋,广东省,深圳市,龙岗区,440307,114.426066,22.639776,门址,1,OK,2
三易归藏（广东顺德）大健康产业投资有限公司,91440606MADB71GE84,广东省佛山市顺德区伦教街道常教社区南苑西路16号伦教碧桂园珑湾苑8号铺,佛山市,广东省佛山市顺德区伦教街道常教社区居委会南苑西路16号,广东省,佛山市,顺德区,440606,113.217150,22.861808,门址,1,OK,2
广东低空产业建设发展有限公司,91441802MADJNGFD90,清远市清城区东城街道附城大道78号盈链数字经济产业园9号楼,清远市,广东省清远市清城区东城街道附城大道盈链数字经济产业园,广东省,清远市,清城区,441802,113.058871,23.718898,住宅区,1,OK,1
低空（广东）经济咨询服务有限公司,91440112MADP0WB43M,广州市黄埔区中新广州知识城腾飞一街2号619室中科创谷众创空间B612号,广州市,广东省广州市黄埔区众创空间,广东省,广州市,黄埔区,440112,113.545196,23.108959,兴趣点,1,OK,2
低空产业园投资（广东）有限公司,91440111MADQL9HA3K,广州市白云区云城南四路239号602室,广州市,广东省广州市白云区云城南四路,广东省,广州市,白云区,440111,113.266775,23.177313,道路,1,OK,3
佛山市鹏城低空经济技术发展有限公司,91440605MADWUWTF89,佛山市南海区狮山镇狮中村兴业北路200号行政办公楼一楼101（住所申报）,佛山市,广东省佛山市南海区狮山镇狮中村兴业北路200号,广东省,佛山市,南海区,440605,112.986105,23.167498,门牌号,1,OK,10
深圳市空驭未来低空经济产业服务有限公司,91440300MAE1748DXJ,深圳市福田区香蜜湖街道香岭社区侨香路3085号岭南大厦3层317C,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
广东省城市低空经济产业研究院有限公司,91440104MAE6L3P34R,广州市越秀区沿江中路298号A幢17C房自编362室（仅限办公）,广州市,广东省广州市越秀区沿江中路298号,广东省,广州市,越秀区,440104,113.277909,23.114944,门址,1,OK,1
深圳市鹏城低空新基建科技有限公司,91440300MAE8L4929M,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈A座HA009,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
广州吉祥鸟低空科技有限公司,91440104MAEABDW86E,广州市越秀区沿江中路298号A幢17C房自编411室（仅限办公）,广州市,广东省广州市越秀区沿江中路298号,广东省,广州市,越秀区,440104,113.277909,23.114944,门址,1,OK,1
深河飞鹰（河源）无人机培训有限公司,91441602MAEA15P26X,河源市源城区龙岭工业园龙岭三路企业服务中心5楼511室A区,河源市,广东省河源市源城区龙岭工业园龙岭三路,广东省,河源市,源城区,441602,114.622025,23.600216,道路,1,OK,4
中研航空服务（广东）有限公司,91440117MAE9WT9K5L,广州市从化区良口镇新城南路261号自编303室之四,广州市,广东省广州市从化区良口镇新城南路261号,广东省,广州市,从化区,440117,113.730525,23.714199,门牌号,1,OK,1
鹏城低空（深圳）运营管理有限公司,91440300MAEAQBMR4Q,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈A座HA009,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
雨燕航翼低空经济产业发展（广东）有限公司,91440113MAEGE9YF7Y,广州市番禺区钟村街汉兴东路128号1002,广州市,广东省广州市番禺区钟村街汉兴东路128号,广东省,广州市,番禺区,440113,113.336674,22.991560,门址,1,OK,1
广东省产教融合低空经济研究有限公司,91440112MAEJTL11X3,广州市黄埔区联浦街2号808房,广州市,广东省广州市黄埔区,广东省,广州市,黄埔区,440112,113.480613,23.181355,区县,1,OK,1
广东乾元智航低空港经济发展有限公司,91440106MAENR09P20,广州市天河区珠村大粒沙路1号401-1,广州市,广东省广州市天河区珠村大粒沙路自编1号,广东省,广州市,天河区,440106,113.430754,23.137552,门址,1,OK,1
广东中彩航科低空经济发展有限公司,91441802MAENG4A48J,清远市清城区横荷街道办青山村委会原砖厂第五栋厂房首层,清远市,广东省清远市清城区横荷村青山村委会,广东省,清远市,清城区,441802,113.007794,23.631847,兴趣点,1,OK,1
城市智运（广东）科技有限公司,91440112MAEPABCM6Y,广州市黄埔区开源大道136号A栋1142室,广州市,广东省广州市黄埔区开源大道136号a栋,广东省,广州市,黄埔区,440112,113.507238,23.154426,小巷,1,OK,2
广东共跃低空科技有限公司,91441802MAERRP0J8Y,清远市清城区东城街道附城大道78号盈链数字经济产业园5号楼16层自编01,清远市,广东省清远市清城区东城街道附城大道盈链数字经济产业园,广东省,清远市,清城区,441802,113.058871,23.718898,住宅区,1,OK,1
深圳鹏翔云飞低空经济发展有限公司,91440300MAEXT7F05K,深圳市福田区梅林街道梅都社区中康路136号深圳新一代产业园1栋318,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
亚太智慧（广东）低空经济产业有限公司,91440300MAK0FPRT2G,深圳市罗湖区桂园街道红村社区宝安南路2001号中政华庭3065,深圳市,广东省深圳市罗湖区桂园街道社区宝安南路1881号,广东省,深圳市,罗湖区,440303,114.110834,22.540026,门牌号,1,OK,1
广东创翼低空产业发展有限公司,91440114MAK1P8A578,广州市花都区赤坭镇精进路15号之2,广州市,广东省广州市花都区赤坭镇精进路6号,广东省,广州市,花都区,440114,113.072079,23.394303,门牌号,1,OK,1
京兰长绿（深圳）低空控股有限公司,91440300MAK4N5KM3T,"深圳市福田区福保街道福保社区市花路25号利保义生物工程大楼七层A井,D井厂房7638",深圳市,广东省深圳市福田区福保街道福保社区市花路25号,广东省,深圳市,福田区,440304,114.042460,22.507460,门址,1,OK,1
深圳市毕方智慧低空经济科技发展有限公司,91440300MA5F99GL73,深圳市龙华区民治街道新牛社区工业路博园大厦210,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
湛江市九霄低空科技有限公司,91440800MA4X75CC0R,湛江开发区龙潮村563号6层601房,湛江市,广东省湛江市赤坎区龙潮村(公交站),广东省,湛江市,赤坎区,440802,110.388954,21.239176,公交地铁站点,1,OK,2
深圳市西宝低空经济产业发展有限公司,91440300MA5HGYK84H,深圳市南山区粤海街道高新区社区高新南九道55号微软科通大厦20F,深圳市,广东省深圳市南山区粤海街道高新区社区高新南九街55号微软科通大厦,广东省,深圳市,南山区,440305,113.940327,22.526579,兴趣点,1,OK,1
云海中城低空经济产业发展（深圳）有限公司,91440300MADH53482F,深圳市南山区沙河街道高发社区侨香路金迪世纪大厦C栋C1-1,深圳市,广东省深圳市南山区沙河街道高发社区居委会侨香路金迪世纪大厦C栋,广东省,深圳市,南山区,440305,113.992902,22.542046,兴趣点,1,OK,1
广州低空云图科技有限公司,91440114MAK04WK853,广州市花都区花城街葱兰街5号自编023之七十九,广州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
中科赛尔健康科技（深圳）有限公司,91440300MAK3507E22,深圳市南山区西丽街道松坪山社区松坪山路5号嘉达研发大楼A座512,深圳市,广东省深圳市南山区西丽街道松坪山松坪山路5号嘉达研发大楼a座,广东省,深圳市,南山区,440305,113.951647,22.555601,门址,1,OK,1
广州未来之星国际航空发展有限公司,91440104MAK388UJ8T,广州市越秀区文明路71号2501房（仅限办公）,广州市,广东省广州市越秀区文明路71号,广东省,广州市,越秀区,440104,113.272098,23.122852,门址,1,OK,2
深圳市龙源生物科技有限责任公司,91440300MA5DN6FT2X,深圳市福田区福田街道福华路北深圳国际交易广场写字楼1713,深圳市,广东省深圳市福田区福田街道福华路北,广东省,深圳市,福田区,440304,114.061743,22.536119,未知,1,OK,3
兄弟广告传媒（深圳）有限公司,91440300MA5GET2B9L,深圳市宝安区新桥街道万丰社区第三工业区乌泥棚路12号吉祥公寓乌泥棚路12-4A号,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳领航低空文旅有限公司,91440300MACMX67A13,深圳市罗湖区桂园街道人民桥社区宝安南路2010号龙园创展大厦3206,深圳市,广东省深圳市罗湖区桂园街道人民桥社区宝安南路龙园创展大厦(北门),广东省,深圳市,罗湖区,440303,114.111733,22.543402,兴趣点,1,OK,1
深圳科比特重明鸟低空经济产业发展有限公司,91440300MAE5C90Y5H,深圳市南山区粤海街道高新区社区高新南七道138号惠恒大楼一期西侧398,深圳市,广东省深圳市南山区粤海街道高新区社区高新南七道惠恒大楼,广东省,深圳市,南山区,440305,113.947619,22.534250,兴趣点,1,OK,1
广州来飞低空科技发展有限公司,91440112MAEAN8NQ8N,广州市黄埔区丰乐北路138号106铺,广州市,广东省广州市黄埔区丰乐北路138号,广东省,广州市,黄埔区,440112,113.453483,23.109237,门址,1,OK,2
河源市万绿湖低空经济发展有限公司,91441625MAEFWFK682,东源县行政大道工人文化宫5楼501,河源市,广东省河源市东源县行政大道东源县工人文化宫,广东省,河源市,东源县,441625,114.744593,23.788868,兴趣点,1,OK,1
天空城（广东）低空经济产业发展有限公司,91440115MAELF72PXW,广州市南沙区汇通三街4号904房,广州市,广东省广州市南沙区,广东省,广州市,南沙区,440115,113.525178,22.801435,区县,1,OK,1
珠海翼航低空科技有限公司,91440402MAK1DE8C2M,珠海市香洲区海润三街32号1801办公、1802办公、1803办公、1804办公、1805办公、1806办公、1807办公,珠海市,,,,,,,,,0,ENGINE_RESPONSE_DATA_ERROR,0
翼行云港低空产业（深圳）有限公司,91440300MA5EC3117K,深圳市南山区粤海街道海珠社区海德三道1258号卓越后海金融中心2806,深圳市,广东省深圳市南山区粤海街道海德三道卓越后海中心,广东省,深圳市,南山区,440305,113.942969,22.518897,兴趣点,1,OK,1
深圳市玖玖隆低空经济产业咨询有限公司,91440300342489547L,深圳市南山区南山街道阳光棕榈社区前海路2057号阳光棕榈园21栋2单元6A,深圳市,广东省深圳市南山区南山街道阳光棕榈社区居委会前海路2057号阳光棕榈园(东2门),广东省,深圳市,南山区,440305,113.914621,22.526345,兴趣点,1,OK,1
深圳宝昇一号投资合伙企业（有限合伙）,91440300MADX8FEJX3,深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦401,深圳市,广东省深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦,广东省,深圳市,南山区,440305,113.941782,22.527822,兴趣点,1,OK,1
清远市小飞鸡文化发展有限公司,91441802MAEX4QTJ58,清远市清城区东城街道附城大道78号盈链数字经济产业园5号楼16层自编02,清远市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳馨贵海洋文化服务有限公司,91440300MA5DMJKM7X,深圳市龙岗区龙城街道新联社区龙石路160-162号101,深圳市,广东省深圳市龙岗区龙城街道新联社区龙石路160号,广东省,深圳市,龙岗区,440307,114.234064,22.692095,门址,1,OK,1
深圳市中科瀚跃科技有限公司,91440300319535226J,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
惠州粤晟美翔龙低空经济发展有限公司,91441302MAENEAJF0L,惠州市惠城区小金口街道黄塘西路3号卓超智慧谷科技大厦1号楼17层1702（住所申报）,惠州市,广东省惠州市惠城区小金口街道卓超智慧谷科技大厦,广东省,惠州市,惠城区,441302,114.431153,23.148702,兴趣点,1,OK,1
商派湾航空技术服务（深圳）有限公司,91440300MA5GNR3F1C,深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园5栋A1103,深圳市,广东省深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园,广东省,深圳市,南山区,440305,113.952975,22.531625,兴趣点,1,OK,1
广州层城仙谷健康管理有限公司,91440101MA9Y42EX0M,广州市海珠区广州大道南83号801之一,广州市,广东省广州市海珠区广州大道南83号,广东省,广州市,海珠区,440105,113.316357,23.102147,门址,1,OK,2
东莞市飞会通用航空有限公司,91441900MACBC1T79E,广东省东莞市道滘镇粤晖路1号108室,东莞市,广东省东莞市道滘镇粤晖路1号,广东省,东莞市,,441900,113.631622,22.973432,门址,1,OK,1
广东浦睿企业管理咨询有限公司,91440402MACK7XMB5Q,珠海市香洲区前山翠珠二街2号C栋4层441房,珠海市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
东莞发芽红城市运营服务有限公司,91441900MAD1LL8N2M,广东省东莞市东城街道莞长路东城段143号6栋1206室,东莞市,广东省东莞市东城街道东城段143号,广东省,东莞市,,441900,113.806353,23.077252,门址,1,OK,4
深圳市智源万联科技有限公司,91440300MADFQJH81G,深圳市南山区粤海街道科技园社区科苑路11号金融科技大厦23-A04,深圳市,广东省深圳市南山区粤海街道科技园社区居委会科丰路11号金融科技大厦,广东省,深圳市,南山区,440305,113.944647,22.546097,兴趣点,1,OK,2
法谛（深圳）低空智能科技有限公司,91440300MADUK4NA6H,深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋A1627,深圳市,广东省深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋,广东省,深圳市,南山区,440305,113.953374,22.532137,兴趣点,1,OK,1
深圳市鹏葵航空科技有限公司,91440300MADXK55L7T,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳双龙低空科技有限公司,91440300MAE2DGJBX1,深圳市南山区粤海街道滨海社区高新南十道87、89、91号深圳市软件产业基地2栋C1906,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
深圳低空数智科技有限公司,91440300MAE5C9FU8W,深圳市南山区南头街道马家龙社区大新路89号马家龙工业区40栋402,深圳市,广东省深圳市南山区南头街道马家龙社区居委会大新路89号马家龙工业区40栋,广东省,深圳市,南山区,440305,113.926516,22.548066,兴趣点,1,OK,1
深圳市九天低空经济产业创新中心有限公司,91440300MA5J2Y8LX3,深圳市南山区粤海街道滨海社区海天二路19号盈峰中心1219A,深圳市,广东省深圳市南山区粤海街道滨海社区居委会海天二路19号盈峰中心,广东省,深圳市,南山区,440305,113.939494,22.522381,兴趣点,1,OK,1
深圳鹏有文化发展有限公司,91440300MAE6M4XX9M,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳思岩逸行科技有限公司,91440300MAE89D0X4T,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼101,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
翔龙千里（深圳）科技有限公司,91440300MAEA1C6R98,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,深圳市,广东省深圳市龙岗区大鹏新区平南街道坝光社区,广东省,深圳市,龙岗区,440307,114.498014,22.644438,村庄,1,OK,3
深圳市华腾汇航低空经济产业发展有限公司,91440300MAEAG35Q1U,深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园5栋A1317,深圳市,广东省深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园,广东省,深圳市,南山区,440305,113.952975,22.531625,兴趣点,1,OK,1
深圳钓域低空科技有限公司,91440300MAECPT0L0R,深圳市龙华区大浪街道新石社区浪静路3号C栋15A116,深圳市,广东省深圳市龙华区大浪街道浪静路3号,广东省,深圳市,龙华区,440309,113.989611,22.696671,门址,1,OK,5
深圳光明未来低空产业发展有限公司,91440300MAEEPNC00H,深圳市光明区凤凰街道东坑社区光明凤凰广场2栋1503A,深圳市,广东省深圳市光明区凤凰街道东坑社区光明凤凰广场,广东省,深圳市,光明区,440311,113.933006,22.742423,兴趣点,1,OK,1
惠州市五维领航低空经济发展有限公司,91441304MAEF1HX160,惠州大亚湾西区塘尾村新屋小组39号4楼421号（仅限办公）,惠州市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
翱穹斯登科技（深圳）有限公司,91440300MAEE13YY3C,深圳市南山区招商街道水湾社区太子路18号海景广场大厦4C11A22,深圳市,广东省深圳市南山区招商街道水湾太子路18号,广东省,深圳市,南山区,440305,113.914375,22.482813,门址,1,OK,1
深圳市星熹低空产业发展有限公司,91440300MAEGKD300K,深圳市龙岗区龙城街道黄阁坑社区龙飞大道686号204F,深圳市,广东省深圳市龙岗区龙城街道黄阁坑社区龙飞大道686号,广东省,深圳市,龙岗区,440307,114.214041,22.713543,门址,1,OK,2
深圳市智周行互联科技有限公司,91440300MAEHW6NY3D,深圳市南山区桃源街道平山社区红花四路2号红花岭集悦城4栋626,深圳市,广东省深圳市南山区桃源街道平山红花岭集悦城,广东省,深圳市,南山区,440305,113.985271,22.587711,住宅区,1,OK,1
鹏城具身产业发展控股（深圳）有限公司,91440300MAEH2NP785,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈A座HA002,深圳市,广东省深圳市福田区华强北街道荔村社区华强北道2030曼哈,广东省,深圳市,福田区,440304,114.087038,22.546274,门址,1,OK,1
广州科竞文化传播有限公司,91440106MAEKRLBEXE,广州市天河区天慧路10号A430室,广州市,广东省广州市天河区天慧路10号,广东省,广州市,天河区,440106,113.420339,23.177315,门址,1,OK,3
空联寰动（深圳）低空经济发展有限公司,91440300MAET9GNK18,深圳市龙岗区龙城街道黄阁坑社区清林路442号天健现代城4栋A211,深圳市,,,,,,,,,0,CUQPS_HAS_EXCEEDED_THE_LIMIT,0
吾立低空教学（广州）科技有限公司,91440111MAER5NWT8L,广州市白云区螺涌高桥大街38号501房自编-2,广州市,广东省广州市白云区螺涌高桥大街38号,广东省,广州市,白云区,440111,113.229655,23.143763,门牌号,1,OK,2
